ryukyu.	86400	in	soa	a.gmoregistry.net. noc.gmoregistry.net. 1769302942 1800 900 604800 3600
j2j0441lud3a44bmh2sr1ni5opf9cu42.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128002350 20260121105409 45091 ryukyu. E4SoUpr6xDf1RZf2V8vbW+1Xobo9dRd7rO49f17MRUucg+DQI5yxjDr+rb5owOmN76iIhFlvSKP6p4wVJ6mfYJY3PVzT1KUjafIV96JVi2o92UqG6H7ZIfLvn8qODE4RJnYpUZLzh+bC/npfNpvztpldk34EQgAdrkuIXAIAvIE=
j3nhk3jhagqr140fpp3t2eppn6qaa42t.ryukyu.	3600	in	nsec3	1 0 0 - J57MGCBNJ6GEBA415MAAEOA9JGOSFVA7 NS
j3nhk3jhagqr140fpp3t2eppn6qaa42t.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128072918 20260121180716 45091 ryukyu. ZirKxo8BD2Bje92VBMrmlQgajFpkfFZZJlJTv+d1H309Fa17cbMzEmPH4euD+vMN8Hw6ETFG0o4NVKkXGAPXbLu2uqBs+2biZMgu8ZNQQMMdBxVKLsXA40l8LYNsE7KBlTyhe5Eqm/q+cSikvp/BUHHA4j1mgziTAdgCCLYxPAg=
j57mgcbnj6geba415maaeoa9jgosfva7.ryukyu.	3600	in	nsec3	1 0 0 - J652OT3MD4APQHCFE1UARH828U4PLLRL NS
j57mgcbnj6geba415maaeoa9jgosfva7.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127130012 20260120223714 45091 ryukyu. jM96+X3OIuzmAOAI+xoUv+pPy+TmGsw9Mhv4XOOhlIFGBih43fz4jBFW1yKqSbD8R9ll6HDoNX3bS6FQqa1eM/MyB6mr6MLTjHCfmJd/nqJXqF64Ml0Vkhpj3UQFhyZs/j62QF+8Qw/nYnDp1+UvnaNBN2I/RXpsYbiI6IpY6dM=
j652ot3md4apqhcfe1uarh828u4pllrl.ryukyu.	3600	in	nsec3	1 0 0 - J68PIGFT3NVIQ7M8GDU20K518EGAD50B NS
j652ot3md4apqhcfe1uarh828u4pllrl.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130184718 20260123214714 45091 ryukyu. fgmtYbzJmqDrSMlbwbXwEcpaZ9RmFFCPAACV7VBO893hklwwUFUAGZ3iJefc75n96sYNOBpVpswXqND9dPvSwQsNVn9MZPz2W4I7aY/+DLhROFQvgIIBZ7GDxatMnFypc8ZkzpbxENPwo9Ww9bsuJOcZD2Qdp0aySfk3iXB8wJ8=
j68pigft3nviq7m8gdu20k518egad50b.ryukyu.	3600	in	nsec3	1 0 0 - J71K455OMJ8OQ18K1PHEQ75VD44QFNLF NS
j68pigft3nviq7m8gdu20k518egad50b.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129173523 20260122234610 45091 ryukyu. hdMlBC3jA29hUm80O7VoGIoRB55ra7UtvkucmdQeGfMnq2Q8k+hNCkW0G9QyVxws0T2jb3j45RPchYXkbC42x+T3qPFX4xJp/EOxPXB6KXvyPHnaMW5lCOTwkwsbZmyN5MxrXhZBLSr8gSTcz1ujb3mo3UTMiUwrvlbC7C7GNJg=
j71k455omj8oq18k1pheq75vd44qfnlf.ryukyu.	3600	in	nsec3	1 0 0 - J7E029UEHM3IE99A58IM9QCV5K10EHA1 NS
j71k455omj8oq18k1pheq75vd44qfnlf.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130233413 20260123124911 45091 ryukyu. HFSXCEgBANSik1iHD5rjCNkdGWnghXElsxAlzKLreQUwmO+54/ArH56lU9ERzLTpMv7c2QtXln6omRGL8lKVX60+oTpaDeKdzB3OxNp1/F0KHOgFVq8CXokWofBMiSFkhzHbH0JROMIX5c+8K5VaoQ7NfGgImrsgWnkWQ1X3QHU=
j7e029uehm3ie99a58im9qcv5k10eha1.ryukyu.	3600	in	nsec3	1 0 0 - J8KNP4UJOROM0O022GNQLL8FRCBSNVUG NS
j7e029uehm3ie99a58im9qcv5k10eha1.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128101351 20260121014310 45091 ryukyu. ic77WRQ0sfcfScLLdr/ggRKwawScO9pmvw/VvJhrw5iOUTZAQH77H6EwPZ3c9OVOjSp79s+vlpeRXoyjmWGaoNlf20rJFMc2CYaNIZCWhP3+SVaaTYibTqF0zR1NLB1LB0kFeJLFBCh6A6/4UM39VFeyOvMdCN1iOQhG12FXwow=
j8knp4ujorom0o022gnqll8frcbsnvug.ryukyu.	3600	in	nsec3	1 0 0 - J9BOEEGTIS78HVQU73P9LO5DFP3CPV0M NS
j8knp4ujorom0o022gnqll8frcbsnvug.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129090914 20260122013222 45091 ryukyu. WUG7aKTsVImoa3cVO9EZf76YN/5cQy89rNTS1kMxTJDyTzFBcDDyISBEyGv3wVmgT5ixiX9bvjIanGN3LuOdboh4fU/MeBfL+4U8C2v85mhWXidoe8qFxwLfUJUlXsp29v4S9qQ9GvC73SFE4ojR8FcCGjWaPWR1XDgwtf3L8MU=
j9boeegtis78hvqu73p9lo5dfp3cpv0m.ryukyu.	3600	in	nsec3	1 0 0 - J9SQ4NSMCKHJ6QI037RIJCFV6TJHLPTN NS
j9boeegtis78hvqu73p9lo5dfp3cpv0m.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131123028 20260124034515 45091 ryukyu. DFyBNYveBgFEY3fwFi7ALCBFDnYMWbMDCxmqtGrwtSYq7x8bTsPPsKlP8Gdb0gGmot9pGlzFFuV5gRqXqQK+DsBHYs6oI7CPa/Kh8dDPFnfzoDeOu4s1QJ6qOAZMV6Fp3W8Pcql3gzVVXwFamxuv8PVlSFeBqPgG2Pnnv2ZDmtI=
j9sq4nsmckhj6qi037rijcfv6tjhlptn.ryukyu.	3600	in	nsec3	1 0 0 - JACBT65PQUCQML9FU40SM4NJG1EIM9AF NS
j9sq4nsmckhj6qi037rijcfv6tjhlptn.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129063934 20260122170214 45091 ryukyu. nzyLPahSFUtU+saVU2MQyUXtXZSD2LpI6R/Zwfr6xt9Ak+0WCPWE+5XDBXFTEHe0dz1Ru4Uc+kAE3Q+32phSW8dAqC6G19Fg8lgYYMDM/Priacn7QVD/2wOWvd3zF0IFXsezyGM/LZMhRG/N2pcnnqEgmtd96M/bA4RryvLNVmY=
jacbt65pqucqml9fu40sm4njg1eim9af.ryukyu.	3600	in	nsec3	1 0 0 - JAH2G0FOAMASRT91OMBIT3QFVJHKHAA3 NS
jacbt65pqucqml9fu40sm4njg1eim9af.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131172829 20260124181910 45091 ryukyu. J5WqxirE4gNPN6DZiX1A1apB5cIk2d4kGm4W8Gd3J850Gx3xNMeziO5XM66z0zw1sEq/sHaGx/URBqR9/oGkpjwEZ84u+A9HYaVOkNRRe/RFyWR3tgYQUYlyaMPaGrzVnZmZOaIUi3QFClaZ5Hj88SoNEkO/Gbi0sQFblw4ZBIE=
jah2g0foamasrt91ombit3qfvjhkhaa3.ryukyu.	3600	in	nsec3	1 0 0 - JB0LAVR70L42067K2P7Q6GV3K46QTSA6 NS
jah2g0foamasrt91ombit3qfvjhkhaa3.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131024508 20260123202410 45091 ryukyu. iDKJSUEHPg7vZ10H9Iyzv9SQOoqx4S2mEanqt9EMVUDlKqprZ2U3McsePyKeMsB0shkYNSRt5RRwP+63XKGZL3coBZ21OridtpeZAaNgOTZLpZ0osN8k6+VQkBsDiyMP3M7WTi0SvEU9nvD/NsUMRtYQ1rl7nG3/Z5FaZ7bKuwM=
jasen.ryukyu.	86400	in	ns	01.dnsv.jp.
jasen.ryukyu.	86400	in	ns	02.dnsv.jp.
jasen.ryukyu.	86400	in	ns	03.dnsv.jp.
jasen.ryukyu.	86400	in	ns	04.dnsv.jp.
jb0lavr70l42067k2p7q6gv3k46qtsa6.ryukyu.	3600	in	nsec3	1 0 0 - JBA2R4FTENF0TO5JRAJNK8VPFN8P7LNJ NS
jb0lavr70l42067k2p7q6gv3k46qtsa6.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130080409 20260122215610 45091 ryukyu. CCT6eFsYN03dxdAdrXsarF7Ak6h+qLj6FNWfTqzDbKFnrgsIqNzGHtvvGQmGJs4M9PDNdWnxMuzeseYDmO2RdrLwQWHu/WxS96g9qZ1FVSoUGeq8OC+d4SSNkPv49eNGZ0jD8p50TCfNqTdL+CxYE1M4V8kcdWpifdJr3Yun4NY=
jba2r4ftenf0to5jrajnk8vpfn8p7lnj.ryukyu.	3600	in	nsec3	1 0 0 - JBLVN9V7VVQORHMUTDMMPUQ0IM81P9PM NS
jba2r4ftenf0to5jrajnk8vpfn8p7lnj.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131142256 20260124113610 45091 ryukyu. K2uMCtgIyetWmUr48+UMROK06JBVBPvxbZKLKn7z8a0UgUwQVhJx2VM5l0I115Gy67EQlihAVs32wDflqaKGnjepIYHnXqCnQeZRZapur50Uwct4pnZREob7oS/gZyDavFEE2XLGIh2lBi+42apqGqaRa8aMODSN0M1niel6Nhg=
jblvn9v7vvqorhmutdmmpuq0im81p9pm.ryukyu.	3600	in	nsec3	1 0 0 - JCKHBSK7FKE4OGJMP88HTSK8FQD2TQ1U NS
jblvn9v7vvqorhmutdmmpuq0im81p9pm.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127084300 20260120193609 45091 ryukyu. XJAmY7jcDCBZmbKH1y0ln8Tm5R6UDo7R5ZRas+zZ/6Xwc9VTiIWUrEcTUEXc1Wu++L6YCc/gKJ69nfL/Kz5i/rlhQkcuA0wigMiT0p4+2PGjjVU7A1q1E9RErX8NT9qZJg7x53Djif5QAhRL8/mgfQ/5DCPCHGvqChatj5K6+f8=
jbykpi.ryukyu.	86400	in	ns	n1.xundns.com.
jbykpi.ryukyu.	86400	in	ns	n2.xundns.com.
jckhbsk7fke4ogjmp88htsk8fqd2tq1u.ryukyu.	3600	in	nsec3	1 0 0 - JIPKUOS71LEJCAFTK25EFGEBFA2221O3 NS
jckhbsk7fke4ogjmp88htsk8fqd2tq1u.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129034023 20260122115714 45091 ryukyu. B0hs3krwhTeVb6kTyo9B8LIKazPCGpRlGa54e/YinDGM3NGjiND96CdmDEw+v3ljEeSoXTUtlqtBEOlCVaJxc1GUrhJoqGjwYEFH6877WeSDladHdFLOjq8Dsx1bu7w+hbc6heGec80iMYNoqtHtf040rphKHuLLCdpTB3gAQgg=
jetpack.ryukyu.	86400	in	ns	ns1.markmonitor.com.
jetpack.ryukyu.	86400	in	ns	ns3.markmonitor.com.
jikokettei.ryukyu.	86400	in	ns	dns01.muumuu-domain.com.
jikokettei.ryukyu.	86400	in	ns	dns02.muumuu-domain.com.
jipkuos71lejcaftk25efgebfa2221o3.ryukyu.	3600	in	nsec3	1 0 0 - JJAQ7SDI0BJBATCOG9HRLIJ6BLIF6GVG NS
jipkuos71lejcaftk25efgebfa2221o3.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129024404 20260121193411 45091 ryukyu. FLzkFILw800AvYKcAAvITS8jrw1DnUW7IhSZZ2Zwf8MjgMEgp9NbAmLQ/5+Rh1mTeMHSl0Alh6IjLPXBmkx5XzEzOij875TLezs4WbiWjuZLQ4PRSG42B/5LGSWL161LZyqAUsBYRSrA1AZpohuLo87TIDmjzfBipza0mkT1I9o=
jjaq7sdi0bjbatcog9hrlij6blif6gvg.ryukyu.	3600	in	nsec3	1 0 0 - JKOU9P5GR5NG2AQQ6RQV7QDF95VH5LUK NS
jjaq7sdi0bjbatcog9hrlij6blif6gvg.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127222753 20260121090912 45091 ryukyu. im5xuAk+JTc6Yh+WT1RFNMFnNl8ww1QG6o9IvscZGLW0OM+0oHsQinWI0iuOrAPVk8UXm/9reiry8nV+JI5J3iU665Gsg2zNErFpr1gTJlVL+js7LwLfMej+DqxH2P5SZSyIuFaxgEk2qJ4r8HV425Ibb5NF/nbP3GBypKDXCPA=
jkou9p5gr5ng2aqq6rqv7qdf95vh5luk.ryukyu.	3600	in	nsec3	1 0 0 - JN51RIFRH7HFCNAC6OOGVB393CHEMMST NS
jkou9p5gr5ng2aqq6rqv7qdf95vh5luk.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130043933 20260123085913 45091 ryukyu. dttJLLLRC5FzbME2+qMQ3jZf5PPgp5K+Cq+yNaS++RrilkaxsnNbgsEVFDljOugI1dHFiKLCK5nqfDL0apyAV6rUFqg+PRPvHqdqME0eBO1E5EtrHMXX69vx8tX7ENsApPyDII80Fofzqn2K3F//jV0UlQioBuiqagQfC/h5BCg=
jktajo.ryukyu.	86400	in	ns	n1.xundns.com.
jktajo.ryukyu.	86400	in	ns	n2.xundns.com.
jmqqkf.ryukyu.	86400	in	ns	n1.xundns.com.
jmqqkf.ryukyu.	86400	in	ns	n2.xundns.com.
jn51rifrh7hfcnac6oogvb393chemmst.ryukyu.	3600	in	nsec3	1 0 0 - JO0II22RU5KFC7TR6T1H9T8R55SMKAI0 NS
jn51rifrh7hfcnac6oogvb393chemmst.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129100336 20260122001313 45091 ryukyu. W2pSsWP/ryAI9z2kaLQJTzrBwmxTrKg4jEpegd5q9EAOSM0Hy028F/Ep/Ty62rbx6XRSDO5MKGzq9/ymI6aShMbrVhYaZHrQwRd1LRHJji0lWuyKePKWSLgKHa7QGqFRcYqkxLMdtCLMJqpou85mjKnNUTLSsa0qF9JFvUl8xuM=
jnttuw.ryukyu.	86400	in	ns	n1.xundns.com.
jnttuw.ryukyu.	86400	in	ns	n2.xundns.com.
jo0ii22ru5kfc7tr6t1h9t8r55smkai0.ryukyu.	3600	in	nsec3	1 0 0 - JQ1KK0T5GG3U48B2R4QK67EN7EE6014B NS
jo0ii22ru5kfc7tr6t1h9t8r55smkai0.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128043524 20260121032111 45091 ryukyu. FsfF7l2waQnY6snNmkvOKOPw2400IZhYirQJB9kNO+sNVjHzkV0sVd2KStBJzXUNxdKENDwCw6PZ+JC5mEye1/dd/JrvMovGGoSi3WVvHqX2RGfUsOxc5vm3RQT0RPSbaws2DJx+L4kvTN3+bi6PgB7CZCm8lPEalzAN1E1rZh8=
johnl.ryukyu.	86400	in	ns	ns27.domaincontrol.com.
johnl.ryukyu.	86400	in	ns	ns28.domaincontrol.com.
joho.ryukyu.	86400	in	ns	ns1.value-domain.com.
joho.ryukyu.	86400	in	ns	ns2.value-domain.com.
jojoinn.ryukyu.	86400	in	ns	01.dnsv.jp.
jojoinn.ryukyu.	86400	in	ns	02.dnsv.jp.
jojoinn.ryukyu.	86400	in	ns	03.dnsv.jp.
jojoinn.ryukyu.	86400	in	ns	04.dnsv.jp.
journal.ryukyu.	86400	in	ns	uns01.lolipop.jp.
journal.ryukyu.	86400	in	ns	uns02.lolipop.jp.
jpcity.ryukyu.	86400	in	ns	dns01.muumuu-domain.com.
jpcity.ryukyu.	86400	in	ns	dns02.muumuu-domain.com.
jpdirect.ryukyu.	86400	in	ns	redirect1.jprs.jp.
jpdirect.ryukyu.	86400	in	ns	redirect2.jprs.jp.
jprs.ryukyu.	86400	in	ns	redirect1.jprs.jp.
jprs.ryukyu.	86400	in	ns	redirect2.jprs.jp.
jq1kk0t5gg3u48b2r4qk67en7ee6014b.ryukyu.	3600	in	nsec3	1 0 0 - JQ89BM5EIMQU3N0IV454HROC4VCIL40R NS
jq1kk0t5gg3u48b2r4qk67en7ee6014b.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130202246 20260123154610 45091 ryukyu. SzvbyEVkjfMER33qo9hiCGuFojQ/wXNsszoimDSBmXouNXcxDuRzImA9pataIYte2kMoMm05ECPTfsMn/YjhXv8mz3B2pOFcGBZJupQulhqfYmjcc+kZJ2+cX8w2EyqbvAqGUtrKeK5fzYrSkSrgsi7qSCOR9mgW6MxeRPoiwCU=
jq89bm5eimqu3n0iv454hroc4vcil40r.ryukyu.	3600	in	nsec3	1 0 0 - JSOD6KIDNAJJHV4UM1BHJGGDRKAMDKM6 NS
jq89bm5eimqu3n0iv454hroc4vcil40r.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131043731 20260123210214 45091 ryukyu. D1VBM3Ks6/IJauDJotgC88p84UCVdfSWPwPjIj7e+UOtHHNLIPNgs4BEf6geyI2Rlstf6Xjhe9RSl/gZs8PCD2nMuNDAyirlTxT3aD/fEWZ7j6f4nN1c7S2NkwruUNEAP5kPopENoyrjJtBdbxny8hQbdbNzz4WNGpzKTcS8SSI=
jsod6kidnajjhv4um1bhjggdrkamdkm6.ryukyu.	3600	in	nsec3	1 0 0 - K10OQ29BU50SEGFMM56G4CJB0LL2O96G NS
jsod6kidnajjhv4um1bhjggdrkamdkm6.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129140245 20260122084110 45091 ryukyu. LToX4927BIiLHB2hSbs0fPLOIExfUPEz254ORGPrMZFAmLuGhNzn0eeq5oFnrOi14QEJ80w8g/CiozQFqTfBu8HLl0erwnmNgR++yyWaUHJa2yvODZm/fZXn31vKCHvWGf/9om1Ob6YUBbI1DWU2NTzPFw4EEzHNtb+Rt3VeCFs=
jswfpj.ryukyu.	86400	in	ns	n1.xundns.com.
jswfpj.ryukyu.	86400	in	ns	n2.xundns.com.
judiangka.ryukyu.	86400	in	ns	dns1.registrar-servers.com.
judiangka.ryukyu.	86400	in	ns	dns2.registrar-servers.com.
jun88.ryukyu.	86400	in	ns	camilo.ns.cloudflare.com.
jun88.ryukyu.	86400	in	ns	perla.ns.cloudflare.com.
jwzfqh.ryukyu.	86400	in	ns	luciane.ns.cloudflare.com.
jwzfqh.ryukyu.	86400	in	ns	merlin.ns.cloudflare.com.
jyutaro.ryukyu.	86400	in	ns	ns1.tetrabit.net.
jyutaro.ryukyu.	86400	in	ns	ns2.tetrabit.net.
jyutaro.ryukyu.	86400	in	ns	ns3.tetrabit.net.
k10oq29bu50segfmm56g4cjb0ll2o96g.ryukyu.	3600	in	nsec3	1 0 0 - K1DG0LF6A7PA6DDP4DOGK4E81I9LG77K NS
k10oq29bu50segfmm56g4cjb0ll2o96g.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129044916 20260122022717 45091 ryukyu. ACWwLXn4QCtIYPDJOfhJ9bSMkGKEEEU8bj274bTuQmwhoCiKzpSOG8wkAN04laVUxuynNKM/qz4nZoS+EwAf20Fhy0eyUh33A/yPs6Cs9WFeGTJlN1pBivpNoZE5x8Q3ZY6ugoPlSJ4qquT/G7FnO3EzKYTYL8LhCs7RaM6jMsE=
k1dg0lf6a7pa6ddp4dogk4e81i9lg77k.ryukyu.	3600	in	nsec3	1 0 0 - K3K09H3VB174EUVFJUPAP04BPH4MM74S NS
k1dg0lf6a7pa6ddp4dogk4e81i9lg77k.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131214819 20260124085023 45091 ryukyu. NhUeieHhvkTDey7hDPFTANXhDG0cLCv8PUgCFFWK0ZNFGRsfSQ4lYBs4EL3zs+25Vvi2xhsMZOjNCpXG/aQs3X01Nnja7i43F2BKiEhdUPXVwtGbZQ9t4aa3pLSMG2S9crxA4I8VNDAof+OQCrpz1W7ISbktW3wbrz2tRKegeQw=
k3k09h3vb174euvfjupap04bph4mm74s.ryukyu.	3600	in	nsec3	1 0 0 - K4CJ9NGJBFMF1E6H5PMOOLL2P73KN4VU NS
k3k09h3vb174euvfjupap04bph4mm74s.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130014748 20260122142016 45091 ryukyu. RwcFFkn5YjtF62gd+R0+VCVDOPaaDniL1kn+THc2cl04SvMS5rkr+xtZcxOPmLh0W1VHV74Xs+V960ME6D4j+sbcb2i5o/MqoBu62UYyrgy7h3nDrUa5gBwuSGna7PnPIIhP9i4uJeH6uCS9g2l2vnsnRRLOQIUHpGcM/nWeekw=
k4cj9ngjbfmf1e6h5pmooll2p73kn4vu.ryukyu.	3600	in	nsec3	1 0 0 - K8V680BS53NN4JLN1GFF9FFKPRTK17DJ NS
k4cj9ngjbfmf1e6h5pmooll2p73kn4vu.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127142842 20260120081419 45091 ryukyu. eBkVoDjXuxxcDYNOItKQmNb73tL15LZ/hQuQLf3pq3WabhUUDInHXbH2ci0v8F9UkGuD726m5Pr9QjFENxJKXageGoKFFdXOMV/GGpDJnwghloxuMlbWrMZulR/uQ/81zmwtzbBhicozYE6KxifDxx+8LZhNYZ82Wj1NL+u8ixY=
k8v680bs53nn4jln1gff9ffkprtk17dj.ryukyu.	3600	in	nsec3	1 0 0 - K9ADRML9MAVFM3VDT6GDA8QFDGE4RDU0 NS
k8v680bs53nn4jln1gff9ffkprtk17dj.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130103037 20260123154610 45091 ryukyu. CylYVCg+KdVjYChN5joLEFkxHv5u4GVAacBHM6L8kbcy8oh+KZwEPjIzS2RLMUk5Tg/ZiN8uVKhgLqC14qiHqjk2YRzpe1djpqJvizUp5VViVmzmB8ABoCCt+IDX3VYN1nvEEMDmmb7IgIAawyH0w5enrbF215t5/DgQWVgcL3U=
k9adrml9mavfm3vdt6gda8qfdge4rdu0.ryukyu.	3600	in	nsec3	1 0 0 - KB12HT2KM3LNCSTIK0QIQ842D45JITKD NS
k9adrml9mavfm3vdt6gda8qfdge4rdu0.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130220811 20260123123013 45091 ryukyu. fqNDT4gYrDLaMV1V1Xqrssv7Z+re194yL9gvSl0oCElF01RAJGhNWAULOVemgw5x23/bPmtUKEiY9eNbIEFcavIbx/irwL68sSuwXZRQdnrGjmJtVeRNtrxQatSQSBsfBnL2WPGLrLQCLVxR65h4FrPLpVW/L2kxcfl1vKhGmdc=
kagemaru.ryukyu.	86400	in	ns	uns01.lolipop.jp.
kagemaru.ryukyu.	86400	in	ns	uns02.lolipop.jp.
kaientai.ryukyu.	86400	in	ns	ns11.value-domain.com.
kaientai.ryukyu.	86400	in	ns	ns12.value-domain.com.
kaientai.ryukyu.	86400	in	ns	ns13.value-domain.com.
kaiser.ryukyu.	86400	in	ns	ns.inwx.de.
kaiser.ryukyu.	86400	in	ns	ns2.inwx.de.
kaiser.ryukyu.	86400	in	ns	ns3.inwx.eu.
kana.ryukyu.	86400	in	ns	uns01.lolipop.jp.
kana.ryukyu.	86400	in	ns	uns02.lolipop.jp.
kawarafune.ryukyu.	86400	in	ns	ns1.mixhost.jp.
kawarafune.ryukyu.	86400	in	ns	ns2.mixhost.jp.
kazemichi.ryukyu.	86400	in	ns	dns01.muumuu-domain.com.
kazemichi.ryukyu.	86400	in	ns	dns02.muumuu-domain.com.
kb12ht2km3lncstik0qiq842d45jitkd.ryukyu.	3600	in	nsec3	1 0 0 - KBH5QD4KJNCUK2EJCRGSELFUKO2AN3RR NS
kb12ht2km3lncstik0qiq842d45jitkd.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130102405 20260123102215 45091 ryukyu. BZxEB+GOH4nJ/+4zfNHQGc5fUNEmFkldWUXLa2/s4HNXA7RdpxE2aRXWmPQbXcAen9K2ysruTmVfwTcojBiWuIOIsMQsbWskb1BcCo8Bo6PvjTlD8nNt3hpVN/CGRIEgPivE0aP8f8FjzeIHOmtm7+8c7T4M0NkhXQwa+hMWAZE=
kbh5qd4kjncuk2ejcrgselfuko2an3rr.ryukyu.	3600	in	nsec3	1 0 0 - KBOJS2DFI34EVIQTQ27NQT9JSNR505HL NS
kbh5qd4kjncuk2ejcrgselfuko2an3rr.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130115039 20260123000110 45091 ryukyu. R3vL4YrmPOK8IxnW0Ga99yZR8gCIPDxBeW3kfBzBWK/4ncB2Wa+fz2bzss+DHdzBsYUawevDOwOARZkGfey59j2+xsm9/L25eusePG1OEDr2aKuL0Qvsm9L9vixRygnFjxcQjLBP3j0I99siFdK8tHCllbKkeJr3/ux4G2urL/Q=
kbojs2dfi34eviqtq27nqt9jsnr505hl.ryukyu.	3600	in	nsec3	1 0 0 - KE511MQT6AV81VTEK1O8SSUP8EH8OFMH NS
kbojs2dfi34eviqtq27nqt9jsnr505hl.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129083826 20260121201911 45091 ryukyu. mwW1bPzMjgfMJapPoKNIOkeXHJC0QYuQW6rz698Nn48y8AScnMSPUHJM1Q+nKtSnMGZWdi8ICZUNi7QS8uXCfKc98mI5vbRTa6p/Pyf7nHN0mL+91lQIFQUr+3YLmr9EhywradGbT675zYad5MGzFV/zvTFAZKbsoPka8i6t4iU=
ke511mqt6av81vtek1o8ssup8eh8ofmh.ryukyu.	3600	in	nsec3	1 0 0 - KEVN7FK547Q3J5LTQBQFCT201F1MJ9PF NS
ke511mqt6av81vtek1o8ssup8eh8ofmh.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131090928 20260124125517 45091 ryukyu. h0Z+0+oO4Q2ROyIgNm3xNBNh6q1ZaLY8qepPCizhaiXxTCJ08Xbja+r5u8Tbc8uBqZuOhjbGOEEcDrj7zrzvaGD4NODeg3T1U/TrexO9gDSheYIyeaEZc472WWebtjCeJI58I0DiKDN27qKuROJK0OLCDaMk3CrqJCyICxxOgiU=
keonhacai.ryukyu.	86400	in	ns	gannon.ns.cloudflare.com.
keonhacai.ryukyu.	86400	in	ns	hattie.ns.cloudflare.com.
keonhacai5s.ryukyu.	86400	in	ns	izabella.ns.cloudflare.com.
keonhacai5s.ryukyu.	86400	in	ns	lars.ns.cloudflare.com.
kevn7fk547q3j5ltqbqfct201f1mj9pf.ryukyu.	3600	in	nsec3	1 0 0 - KF4KIRBI1S89H39KHIJE30VCG2EROSSC NS
kevn7fk547q3j5ltqbqfct201f1mj9pf.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131085549 20260124161109 45091 ryukyu. b1qr+Tpo+V2b/oW8/a6yGDVZJoIiKGLUtacSPGFcmGn69TzMZ9QEAGVtlRASDZ0b85Dcu6hO6BHU6B9QZ5qiAtbPxuYUIWzTWzWtXrpKrAcEd/jXO5h47b0lZHaenBRW6zUYBCu+xXqxLcP5+AUjVmbBU0QcOvz2eVjvdM5RmKg=
kf4kirbi1s89h39khije30vcg2erossc.ryukyu.	3600	in	nsec3	1 0 0 - KFBJTNK48MBMVSV8KANAOK8H4MBMU7MF NS
kf4kirbi1s89h39khije30vcg2erossc.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130103138 20260123075516 45091 ryukyu. aFvjM4wQikTfq/uLvg5WB3CiyEb4iSq/1TvroFen5A4DMbecG/n7BfEdjCtY+P56Lv22VJCoVvd1wohcblYJSyZM35Bz/w5mKD5HMiu+MGgaVwePkfRBRfXK596sHG3SV20/lgcEBc3M3waCQFejpMd2IkTC+TQmHxSQdJQfe+4=
kfbjtnk48mbmvsv8kanaok8h4mbmu7mf.ryukyu.	3600	in	nsec3	1 0 0 - KFE0US6TTMQFC3QJ3U8SDORNB2H4I9RN NS
